ReviewID MovieID Rating
124168 22 5
140764 110 5
133102 128 5
121578 90 4
140268 194 2
121478 32 3
123819 140 1
136961 197 3
136217 992815 4
124305 236 2
135603 67 2
139001 245 3
133280 246 2
137557 147 4
132561 203 5
139863 10446 4
138016 5114 1
132898 225 5
141746 159 4
142441 108 3
140204 179 3
138807 231 4
138078 1328 3
143498 99 3
134440 228 4
138636 143 4
124427 50 2
136546 206 4
122056 30 3
137959 140 4
142284 106 4
124203 35198 4
142795 168 3
124133 232 3
121343 45716 4
105088 2053 3
142857 96 5
122085 215 4
139421 208 1
132833 236 3
134554 201 4
134292 85 4
135604 223 2
135354 57 4
141684 46 4
135546 76 5
122271 6 4
140760 217 5
141574 33 5
138515 44 4
132977 201 2
124330 110 4
123687 1212121 3
135793 982 3
137555 25 4
134394 17324 4
142086 68 4
132564 14 5
136121 166 3
139980 205 5
139920 136 4
140040 207 4
135186 229650 2
142220 235 4
134558 249 4
133838 225 3
132901 223 4
134041 23 4
140392 47 4
105067 239 3
142735 130 3
136317 160 4
135428 6319 4
136959 203 2
133443 199 3
135427 64 5
139311 1329 4
123309 144 4
142443 195 4
137244 223 5
124408 158 2
136264 131 4
124628 250 2
142606 148 4
140339 355 3
137359 1329 5
136846 86 5
136847 132281 2
124303 122 1
140332 87 1
140995 168 4
139649 112585 2
143135 207 3
135602 128 3
134226 14 4
139918 222 3
133668 164 3
137906 82 5
121654 23352 3
140341 247 4
132492 123 3
135788 214 3
136123 1 2
133993 53402 4
139190 147 4
137737 46 3
136958 163 4
137018 227 4
134228 82 2
138753 95 3
143203 59 3
132491 163 4
123246 90 3
143204 48 1
135843 126 5
142091 16993 3
139255 145 4
133996 135 4
134681 168 3
139701 109 5
123229 224 3
124898 58 4
138018 130 4
140089 29 4
140337 199 3
137553 141 4
139535 192 4
134684 98 4
135606 89720 3
138575 126 5
134801 22 5
138852 96 3
141576 1162 3
135673 189 2
138446 144 4
139257 95 4
136547 220 4
133841 28 5
136170 176 3
122997 220 2
138902 6319 5
134284 147 4
136434 125 4
136265 5114 4
133235 149 4
140394 60 4
139761 77 5
139423 7902 4
122479 198 3
124714 109 2
132494 80 4
132904 215 3
123442 187 1
138694 36 2
123211 155 2
136905 163 3
138999 6319 3
134285 150 3
135113 178 4
133623 236 5
124595 229650 2
140623 30 2
134101 26 5
143334 4 4
141624 33 3
143443 75 3
141962 46 3
137611 232 5
124110 187 2
105011 241 2
141454 249 3
123738 6319 4
142090 198 3
143440 75 4
124396 145 2
139862 29 5
142911 234 4
136611 44 4
141802 2345 3
136962 241 5
122906 17324 2
137905 726628 4
143446 46 3
140626 47 3
134444 80 5
137078 14 2
122439 121 3
134100 69 2
122241 220 3
133044 1 4
124291 198 4
141854 134 4
134093 56 3
122231 234 1
134682 84 2
144207 23 3
122481 127 1
137849 250 4
139816 64 1
137964 10446 4
105013 27 1
140440 28 4
135595 249 4
137559 144 3
135429 499812 4
122300 138 3
138517 181 3
135061 137 4
142862 97 5
142337 113 2
122063 187 4
105020 173 1
135426 207 3
122584 2711 3
133497 65 3
134350 83 3
140094 133 3
132493 50 3
133286 206 5
134344 30 2
123686 156761 2
135357 116 4
138691 108 4
135540 156761 2
132838 4 4
137296 204 4
140156 108 5
141686 234 5
136787 168 4
134098 12909 3
142094 38 3
138751 228 3
139815 47 2
124579 41556 1
138578 97 3
123608 113 5
135356 182 4
135054 105 3
142026 7902 2
133277 239 4
123231 167 2
136171 5114 4
142737 203 3
137360 175 4
134042 141 4
124045 170 4
139425 8 4
142551 1329 5
142732 131 4
135291 176 3
139591 103 4
122482 219 3
123015 22 3
124306 170 2
133340 224 4
133624 166 4
138072 145 3
140876 171 4
123280 145 3
139540 67 4
135592 499812 5
134295 230 4
138142 90 5
136168 80 3
134441 138 3
139982 208 3
124782 222 3
123851 156 2
135605 202 3
142283 241 5
121363 34 5
142386 75 4
134746 232 3
133339 181 4
137353 157 4
122173 194 3
137790 23 4
138513 95 5
143138 109 4
133163 70 3
138304 54 3
121626 229650 3
124191 499812 1
122797 45716 3
138695 247 5
141904 93 3
135542 703817 5
123790 199 3
135724 227 1
142603 98 2
123026 41556 3
123943 23352 1
142673 36 4
133166 166 2
134499 44819 3
138203 80 4
123427 219 1
134294 32 4
139762 14 3
123849 4 2
139191 46 4
123213 69 2
121752 130 5
140988 97 5
123191 217 3
136603 88003 4
138754 161 4
123044 236 3
134559 219 5
133285 126 4
134288 6 3
132834 130 3
139477 94 4
140442 184 4
121720 19178 2
142025 4 5
121308 139 4
139647 113 2
135287 119021 5
138354 201 5
132906 64 3
195631 142 3
143027 116 4
121655 222 4
140564 214 3
133891 198 3
140443 134 2
124109 241 2
136908 132281 4
137963 219 3
138445 68 4
143270 161 3
105032 245 1
124663 11 5
139763 76 3
121521 98 2
135543 140 4
139428 25 3
136122 57 3
136726 2711 5
141742 230 2
136005 142007 1
122998 51 2
133442 40 5
142499 76 4
135294 227 5
132720 239 2
121250 31 4
141905 177 4
121304 122 1
135609 120 4
132837 61 4
121412 193 2
142336 108 3
137302 8 3
137613 38 5
136172 117 5
121493 703817 3
142505 208 4
123818 145 3
142608 34 4
140882 138 5
137424 47 4
137016 32 5
122521 9 2
133892 148 3
121381 125 4
143447 101 3
122331 185 3
133937 53402 3
144108 87 1
134561 91 4
139702 163 4
136789 2345 2
143205 184 3
142277 2345 3
124664 119021 2
141687 193 4
137357 75 3
124093 198 3
124570 249 2
137297 240 2
135593 2053 4
124201 41556 3
122709 249 2
142665 55 4
124797 161 4
123077 75 3
124555 167 2
123865 2345 3
137137 33 4
124094 50 3
137136 138 4
142085 91 3
133441 199 3
137785 10446 3
122414 184 3
123230 158 3
137848 225 3
143084 214 3
122607 100 4
136610 156 2
124927 122 3
142736 234 3
122847 238 2
123807 107 1
138306 4 5
133168 89720 3
138952 120 2
141748 206 4
122711 1212121 2
132670 240 2
139865 68 3
136066 204 4
139009 201 3
138903 982 4
135117 89720 4
121486 119021 5
137361 143 4
137019 244 3
140816 157 1
136498 31 3
141683 231 4
123457 33 1
141803 222 3
133401 139 4
124304 238 2
139652 148 4
123725 238 3
134224 76 4
137188 208 4
136909 206 2
136499 220 4
133560 174 3
132908 127 2
137966 23 2
133276 144 4
124263 212 2
142450 84 4
124074 155 2
124783 40 2
138245 118 5
123247 56 5
136169 12909 2
121505 68 2
133439 28 3
124136 209 3
124227 48 3
123976 11 1
124134 140 1
137739 195 4
105094 14 1
139974 193 2
140762 149 4
134164 145 3
136497 109954 5
123901 44819 4
135844 355 4
134498 106 2
133403 161 4
142503 212 5
139983 1 2
142506 125 5
142384 126 5
132489 174 4
134040 136 4
134618 213 4
122737 117 3
134043 11155 3
140444 250 2
133446 25 4
123519 103 2
123903 166 3
122864 144 2
135187 217 3
123488 172 2
124716 245 3
124218 143 2
138520 75 3
143450 1212121 3
132829 175 2
124111 152 4
134291 53402 3
136907 238 5
141511 17 5
139006 184 1
138396 125 4
136436 128 3
140878 27 3
122587 5114 1
124095 133 4
136433 68 3
142799 60 3
123885 225 4
138639 83 1
143140 1162 5
138079 152 5
133500 6 3
136069 208 3
133627 17324 3
134445 217 4
137908 178 3
137910 217 4
139476 202 5
138444 127 4
124955 726628 3
105058 82 3
142154 206 5
124596 88003 1
121714 71 3
143445 70 3
140271 30 4
124767 95 2
136548 56 5
136910 134 3
122937 123347 2
123944 4918 2
123232 136 4
124676 141 4
135610 155 3
105066 85 1
140934 229650 1
136963 209 4
105043 188 2
133341 240 4
142286 227 3
138579 10446 3
124135 239 3
123638 152 3
137194 245 4
140817 55 3
140151 246 3
135846 142007 4
137851 130 5
137911 37 2
141448 78 3
135063 184 2
143031 136 3
123502 4 3
137740 142 3
140998 224 3
133766 106 3
142029 194 3
139010 992815 5
141682 70 4
137141 7902 4
133556 250 3
133625 200 4
142738 249 5
136070 27 3
136606 25 5
136851 236 2
135237 29 2
133231 172 4
139919 116 4
137143 210 4
134099 30 4
141685 154 4
134345 86 4
134287 209 4
138521 23352 1
122499 11 3
134750 80 4
124246 130 2
138635 9 4
105005 159 2
124498 241 4
123132 80 3
135847 355 4
123131 135 3
124276 1329 2
133342 200 5
133939 187 3
138307 113 4
140343 746 3
133167 145 2
134621 110 2
133404 8 4
139985 164 2
136375 197 3
140701 207 2
135236 133 2
137614 355 4
135798 224 2
122588 41556 3
141806 91 3
139923 4 4
141579 179 3
139818 27 4
140996 48 3
134928 212 4
134929 84 3
123310 55 2
135359 43 2
142916 54 4
121449 23 3
133288 215 2
134348 184 4
133893 54 2
141967 137 5
142798 51 4
140447 250 2
138519 152 3
138146 118 3
137787 146 3
137079 174 3
142095 243 5
124870 197 1
142097 196 3
123654 1212121 4
136964 355 2
133237 51 2
143391 240 3
134391 703817 4
143504 250 3
134687 499812 3
135845 222 3
136794 113 4
141808 142 3
136549 83 5
133894 55 4
134869 106 4
133170 119021 5
132623 86 3
142285 66217 2
133041 82 3
135607 178 2
140932 203 3
195657 234 4
141452 726628 4
142027 1162 4
141400 139 3
143089 76 4
142504 206 3
139542 39 2
139005 4 4
133164 36 3
133769 112585 3
124264 982 5
139981 102 3
143392 171 4
141908 1328 4
142508 163 4
138310 2711 3
135959 157 3
135797 139 1
134227 1329 4
139987 117 3
124480 41556 4
141969 184 2
138640 171 3
137967 228 2
137792 228 5
134993 27 4
142800 86 2
143337 11155 5
139764 213 2
140631 16993 3
134349 499812 4
133673 47 4
138856 166 3
132900 137 3
123642 41556 1
134397 19178 1
142031 240 2
142387 222 3
139011 23 4
134685 240 2
133895 126 3
139258 245 3
134396 100 5
137965 14 3
133171 145 2
133938 85 5
122798 746 2
124029 232 2
123163 204 2
140399 117 1
123932 121 3
133940 14 4
122368 96 1
135482 17324 4
121344 703817 3
123164 120 2
139543 238 4
139703 229650 3
135120 163 5
134753 10446 5
136065 100 3
137247 102 5
138855 1162 3
134874 61 2
134165 89720 4
133842 109 4
139481 77 3
143264 107 4
140702 138 2
123117 77 3
134229 156 4
138693 236 4
138755 100 3
140277 31 1
137195 214 2
138811 110 3
142157 1212121 3
142610 135 5
105017 6 1
143449 156761 3
139765 241 1
134622 11 4
137358 125 4
139427 66217 4
124854 113 3
123721 168 3
105085 170 2
121258 55 1
195645 222 4
124179 7902 2
122330 144 3
134749 240 4
124652 185 3
124499 67 5
134501 178 3
123572 16993 3
123385 76 1
124151 208 1
122643 248 4
123504 152 4
136790 132281 4
124734 184 5
122727 10446 3
140880 52099 4
122907 60 1
135298 27 5
123321 93 2
195513 41556 3
123621 1328 3
132980 121 5
133045 5114 3
137139 241 2
105018 155 3
123594 236 2
123150 16993 3
121355 172 3
123475 31 2
123320 25 3
121451 159 5
124899 16993 2
133282 95 1
121483 50 3
124750 65 2
124839 108 4
123886 58 1
142279 155 4
124384 174 3
135953 12909 5
121736 90 3
134353 247 3
135122 82 5
121408 141 3
121503 64 3
134752 139 4
121474 60 3
144735 35198 4
143273 169 4
143030 32 3
121356 1329 1
122955 239 4
122366 167 3
123520 171 3
136063 131 3
123820 77 3
124571 84 5
195474 25 3
140768 77 5
135791 243 3
132836 22 4
143340 53402 5
141901 40001 4
138355 127 4
123533 115 4
122081 121 3
124426 83 3
134001 198 4
121333 2711 4
121561 205 3
195681 210 2
123180 168 4
124909 208 1
122644 193 3
122623 58 1
140766 176 4
124828 4 2
124397 12909 5
122402 71 4
122370 123347 2
121317 56181 3
123079 161 3
133107 47 4
124883 47 2
144795 225 3
121329 227 1
105095 189 4
134925 115 3
134162 144 3
195881 86 1
143269 6319 4
145174 142007 1
135119 12909 3
135060 48 2
105083 145 1
122941 726628 4
195742 246 3
123655 139 1
195682 37 2
122754 40001 2
122865 6319 2
105071 133 4
105028 210 1
195451 148 3
137854 11155 4
124518 84 3
123793 178 3
195907 159 3
123281 37 3
124430 9 3
124228 34 3
124829 100 1
137426 75 4
143268 746 4
195518 171 4
123119 4 3
144898 193 5
122825 110 2
123062 149 4
124204 215 3
124126 249 2
124769 14 2
144804 102 1
135483 196 3
195672 119021 3
133290 1328 5
122191 250 5
138524 158 5
105056 100 1
195895 44819 3
195459 157 5
134623 46 4
144865 19178 3
137428 146 3
132905 156761 5
195443 217 4
105052 196 1
121730 231 2
144634 85 5
121721 40001 4
145079 138 3
122606 159 2
133289 1162 4
133343 229650 4
137795 128 4
139651 12909 2
195896 214 3
195900 108 3
140159 1328 5
195573 98 4
137431 34 4
142158 19178 1
121260 173 3
139478 16993 3
121335 109954 5
195606 2053 5
145195 247 1
144731 184 3
144846 355 2
139263 224 4
195447 235 4
195499 56 1
195923 214 4
145186 703817 1
144667 11 2
141457 7902 2
195840 149 3
105086 168 1
121316 176 3
140634 86 4
134225 46 3
143383 118 3
145014 68 4
144749 19178 4
141399 149 5
121525 136 4
121754 156761 1
123959 222 3
144826 227 3
134039 178 4
142449 82 3
145105 126 4
136324 29 5
121549 9 3
135355 125 4
144748 64 4
144984 229650 4
145218 136 4
121346 62713 1
144805 135 4
137420 40 4
195935 202 3
135299 122 4
138806 50 3
195778 107 4
137968 138 3
139004 17 4
139707 182 4
195428 91 3
132983 206 2
145166 218 3
144899 238 4
144815 171 1
195579 499812 1
139925 84 2
195804 1 1
132498 355 4
136067 57 5
121416 55 1
140446 169 3
140281 223 5
121555 38 3
121722 105 1
195708 134 5
121646 1 3
144695 4 5
141458 2053 4
195764 247 2
134351 67 4
144661 158 5
121709 208 3
121398 119021 3
144770 213 3
124768 43 4
135430 200 5
132725 57 5
121275 140 3
138576 107 5
195647 32 4
121425 90 4
145109 229650 4
144698 76 1
137852 23 4
136911 166 4
138312 10446 4
195434 9 4
195853 53402 1
143448 55 3
138757 168 5
144786 2053 4
144998 187 3
121619 146 4
139821 35198 3
139475 202 3
133348 205 4
144794 205 3
195861 75 2
145029 113 3
124677 22116 2
141804 22 3
105034 6319 2
137140 93 3
145056 195 3
142501 90 4
141810 61 4
135796 4918 2
145246 228 4
138523 135 4
140933 171 4
124380 161 2
105022 30 1
138454 14 5
134107 148 4
132569 156 4
135059 64 3
141406 10446 4
143028 177 3
142391 229650 3
134692 222 3
136274 210 3
136799 23 4
138951 167 3
138148 241 4
135612 96 2
123703 152 4
142555 242 3
142512 237 2
138204 141 4
143141 241 4
138147 128 3
137149 135 4
135794 190 4
142679 199 5
139549 87 4
124005 149 1
138020 172 4
135362 93 4
141688 174 5
134500 87 4
133445 91 3
142098 184 3
139767 159 3
134805 108 2
138527 228 5
135853 12909 3
141581 112585 5
138023 56 3
137017 204 4
134168 218 3
139817 82 4
134395 160 3
141461 31 3
140881 35198 2
134506 249 4
143212 8 3
135615 148 4
143091 71 4
143505 30 4
134502 110 3
134934 117 3
135486 1329 4
132727 19178 3
139548 241 3
133630 131 5
136379 78 2
138747 237 3
133840 100 3
121781 181 4
141578 212 4
134399 212 5
138398 8 4
178189 182 4
141861 30 5
121292 224 3
144889 83 4
135849 230 5
134754 62713 5
136435 12909 3
138207 137 3
156607 35198 3
135128 230 5
132979 165 3
139594 89720 2
144907 23 4
133295 83 5
133567 90 4
142558 139 5
139081 91 1
139366 94 4
195496 246 3
138022 145 4
138209 60 1
142389 992815 5
138452 204 3
133674 235 4
137303 176 3
140568 117 3
133347 176 3
132502 147 2
138905 125 3
134293 97 3
137189 227 3
136008 982 3
136062 17324 3
135963 224 5
141464 231 3
195649 119021 5
145203 67 4
133677 78 3
140266 166 3
172016 172 5
144640 186 4
194756 247 2
144933 198 2
137487 94 5
133406 202 5
190373 178 4
121560 1162 2
137369 75 3
144963 86 5
144049 1 1
176691 8 4
135292 56181 2
195425 41556 4
143887 2711 5
121372 182 3
195901 33 2
137796 147 3
123179 115 2
123931 195 1
181850 14 5
195607 222 4
195611 175 3
184366 55 5
145094 158 5
191682 26 4
170940 12909 4
122301 225 5
143735 29 1
169838 231 4
136735 96 2
189281 213 4
139990 173 4
143036 166 4
178642 55 5
145421 87 3
175658 2053 4
195514 66217 4
123293 56 4
122654 250 3
141813 5114 4
195743 8 2
195583 12909 5
195546 160 5
134758 89720 5
195847 234 4
145052 199 4
191439 173 4
192496 77 5
174556 176 5
145196 703817 3
185434 245 4
123728 100 2
144649 4918 3
195650 123 3
144734 78 1
105062 7902 1
190804 234 5
124770 136 1
123550 250 1
143839 175 4
122626 1328 2
124219 33 3
184386 158 5
141512 68 1
121257 158 3
137622 248 3
105075 144 1
141403 243 5
140347 23352 3
176478 46 4
171558 227 5
138084 76 5
144669 196 4
189509 94 5
187566 200 5
156622 224 5
141906 52099 4
140699 4918 4
143836 355 3
142511 77 4
143629 77 2
138403 199 4
136788 76 5
144047 2345 3
121568 109 3
195509 208 4
176118 243 5
195543 232 3
137916 47 4
133448 60 4
144679 44 5
122350 190 3
124501 168 3
143978 15155 4
145190 2053 4
123946 61 3
122893 208 2
190143 135 5
124697 139 1
123870 109954 3
123294 78 3
195703 155 3
139315 1329 5
141966 117 3
195466 9 4
143933 157 3
143785 153 1
133287 203 4
146078 23 2
133772 83 4
136328 68 5
140641 207 5
145850 163 3
122615 77 3
122837 201 3
145836 139 1
145277 32 2
146309 225 1
137858 106 3
135066 142 4
124557 125 3
124181 192 4
195726 83 3
146468 121 1
139653 99 4
195600 110 4
123575 18834 3
122373 169 2
191892 182 2
122813 177 3
145187 53402 3
146184 149 2
142616 6 5
195665 94 1
123852 1 3
145728 121 4
124539 136 2
145922 84 3
123296 9 2
123689 160 1
146252 38 1
122999 156 1
145363 243 2
132669 53402 1
123370 143 2
163879 82 5
136791 185 3
146317 48 3
179925 184 5
124500 15155 4
139541 181 3
136128 75 5
122868 131 3
124206 165 4
145284 225 1
145811 106 4
122609 195 3
195531 147 1
124047 90 2
132724 235 5
146409 61 1
195890 109 4
123282 123 3
144066 201 2
105044 65 2
122549 176 1
124409 195 2
195489 57 4
146546 242 1
124114 215 3
123869 703817 2
143878 499812 5
143769 127 3
136727 204 5
124838 168 3
178012 246 4
143676 26 4
123741 54 3
123066 139 4
124522 175 3
145102 228 4
145785 185 1
182343 143 5
132496 247 4
122389 190 3
105097 7902 2
145697 195 1
122497 99 4
145696 172 2
145129 146 2
164682 108 5
142912 55 5
123724 30 3
143883 69 4
146019 6319 3
138859 11155 4
195892 230 5
195937 10446 3
121268 165 4
121522 6 4
122940 1 2
145883 50 3
142680 127 4
122867 187 2
146137 1212121 1
194524 703817 3
133846 51 4
145355 1329 5
123134 78 3
135069 132281 3
124871 78 3
124182 26 4
123866 159 2
145075 184 2
143915 172 4
144636 96 3
122541 17 2
145954 88003 3
132775 75 4
145285 80 3
145457 163 2
124006 244 2
195544 204 4
136559 40 3
123064 222 3
124183 248 1
195897 240 4
124987 237 3
123622 27 1
142914 4918 3
143877 186 2
121289 106 3
145301 93 2
195612 121 3
143029 87 4
144041 25 3
123808 142007 4
121765 149 3
138638 101 3
146263 26 1
145207 205 4
146287 69 1
141517 206 5
163870 246 5
195497 177 4
124772 499812 4
121426 176 1
146261 132281 3
142980 80 3
146350 249 3
139012 2345 3
146460 33 2
141909 982 3
134508 28 5
121554 23 4
168506 19178 5
134102 235 2
143654 166 3
145485 224 4
124538 1212121 1
123413 167 4
105069 9 1
124128 130 2
124367 44819 2
124387 240 3
123850 243 3
144887 1212121 3
195860 239 4
122522 218 1
121514 192 4
146370 91 5
192488 124 4
134109 746 3
136724 992815 4
146555 227 2
146046 32 2
124169 250 1
121651 11155 2
146244 38 2
121542 88003 1
169617 26 5
146211 38 3
134745 142 4
134354 100 5
146039 53402 2
122510 5114 4
195521 169 2
145560 142007 3
180116 237 5
145552 40001 2
144670 133 5
121788 44 4
121459 9 1
170066 75 1
145249 208 4
145495 26 3
145427 76 4
122894 89720 3
124220 47 4
133729 138 4
146399 97 4
124858 163 3
180335 56 5
195634 184 2
146069 234 1
145472 40 4
136857 12909 3
138252 88003 5
145610 29 3
146012 143 2
136270 175 5
142742 44819 2
124800 34 4
142617 156761 5
145660 126 2
145245 9 2
164083 125 4
140937 223 5
145439 220 2
145821 125 3
143455 2053 3
195905 230 4
122908 174 1
145837 200 3
145972 56181 3
143935 195 2
145386 1328 3
146190 138 1
145297 1212121 2
162402 199 4
146469 48 2
195882 69 5
133109 109 3
124719 1212121 2
143775 182 4
146499 37 3
177992 135 4
143768 98 3
195714 40 3
145323 171 3
121659 16993 4
124113 201 3
123193 66217 4
142507 138 4
134683 174 2
140516 18834 3
145609 243 5
168325 992815 3
121518 55 4
123135 237 2
